Position,Move,Depth,Score
bbnnqrkr/p2ppppp/1p6/2p5/2P5/4N3/PP1PPPPP/BBN1QRKR w KQkq - 0 3,b2b4,19,+9
7k/p5p1/2pB4/2Pr3p/3p1P2/P1n4B/2P3PP/4R1K1 w - - 1 29,h3e6,1,+8862
rqr3k1/2p1bppp/3p1nn1/p2Pp3/1p2P3/3P1P2/PPQBB1PP/R1K2RN1 w KQ - 2 13,c2c6,13,-255
2k4b/1b2r2p/p1nq2p1/1p1nppN1/3P4/1P4P1/PB5P/2KRRQ1B b - - 0 20,e5e4,16,-114
2kr4/p1bn1q1p/1p5Q/2p1p3/8/1P4NB/P4PPP/B2R2K1 w - - 3 23,h6c6,1,+8157
2r3r1/2p2b1k/p1p1pNpp/7q/5P2/1PQP4/P1P1P3/1R1K2R1 b - - 3 27,h7h8,1,+8468
r1k4r/ppp3pp/2n1bb2/1B2p3/3pP3/5N2/PPPP2PP/R1K3BR w KQkq - 5 12,b5c6,19,+52
nrk1bbrn/ppppqppp/8/4p3/4P3/6N1/PPPP1PPP/NRKQBBR1 w KQkq - 2 3,g3f5,19,+95
qr1bbk1r/ppp1pppp/5n2/3pN3/P2P4/8/1PPNPPPP/QR1B1RK1 w kq - 1 9,b2b4,16,+135
1r2qrk1/p1b2bpp/N1pn1p2/1p6/3PP3/nP6/P1B2BPP/1RN1QRK1 b - - 2 15,a3c2,13,-322
r2n2k1/4Rr1p/ppp2n2/5p2/8/3N1PP1/PP5P/2R3KB w - - 2 25,e7f7,13,+247
4rrk1/2p2bpp/1pnq1n2/3p4/p2N1N2/2P1pPQ1/PPB3PP/4RRK1 b - - 1 20,c6d4,13,-369
2r1kb1r/Q3pqpp/2bn1p2/p2p4/P2n2N1/1P1B1P2/1B4PP/1R2R1K1 w k - 0 19,b2d4,19,+90
r3q1r1/2p1p2k/2Np2b1/3Pp2p/1P2P1nP/5Q2/P1R2PB1/5R1K w - - 5 28,f3d3,19,+9
3Q2k1/1p3bp1/2p2p1p/p3nN2/2P1q3/1P5P/6PK/3B4 b - - 1 30,g8h7,19,-92
3r1rk1/p1p1b1pp/1q1pn3/5p2/2P2n2/1PP2R1P/P2Q2PK/R7 w - - 1 20,f3f4,1,-11334
b1rkrq2/pp3pbp/2np1np1/2p1p3/4P3/1PN2NP1/P1PPQPBP/B1R2RK1 b kq - 3 8,b7b6,19,+43
qrknbbnr/2pp1ppp/4p3/pp6/4P3/5P2/PPPP1BPP/QRKN1BNR w KQkq - 0 4,a2a4,19,+28
rqbb1rk1/pppn1ppp/3pp1n1/8/3PP3/4N1N1/PPP2PPP/RQBB1RK1 w - - 4 6,f2f4,19,+87
r4n2/2kppq2/1ppb1p2/5P2/1P1P3P/2P5/p2B2Q1/N1KR4 w - - 1 28,g2e4,16,-117
3r1rk1/1q3pp1/pb5p/1p6/3N2nn/2PR1PN1/PB4PP/2QR2K1 w - - 3 25,c1f4,16,-110
2r1k2r/p2b1qpp/1b6/pP1p1p1P/4p3/3QPP2/2PP1BP1/R3K2R w Kkq - 0 20,d3b3,1,-4727
8/1kpp4/1p2p2p/8/P1Pn1P2/4q1P1/2P2NKP/8 b - - 0 29,e3f3,1,-11905
2q1rrk1/ppnbbppp/3p4/2pP4/2n1PB2/2N5/PP1N1PPP/2QBRRK1 b - - 4 13,c4d2,19,+96
8/1p6/8/2k5/6R1/1P2NrP1/1K6/8 w - - 5 44,e3c2,1,+6916
8/pkp5/1p4pp/3Q4/5P2/1P1B2P1/P1P1Pq1P/1K6 b - - 4 29,c7c6,1,+9504
nbrnk1br/ppppp1pp/5q2/8/2P5/5P2/PP1P2PP/NBRNKQBR b KQkq - 0 4,g8f7,19,-19
b1r2rkq/1p1p3p/3np1p1/5p2/3n1P2/1PNN2P1/P1PPPQ1P/2R2RKB b - - 3 11,h8g7,10,+449
b1rkrb1q/ppppp2p/2n2np1/5p2/5P2/1P4P1/P1PPP1BP/BNRKR1NQ w KQkq - 0 5,e2e4,19,+81
r1bkq1rn/ppp3pp/1bnp1p2/3Np3/1PP5/P5P1/3PPPBP/R1BKQ1RN w KQkq - 1 8,d2d3,19,-8
6k1/2R3b1/1p2N1pp/n2p1p2/P2P1P2/4qB2/6KP/8 b - - 1 31,e3e6,1,-9514
2rbknbr/2pppppp/p7/3q4/1PB1R3/6N1/P2N2PP/Q3K1BR b Kkq - 2 12,d5g5,1,+1657
8/4k1qp/1ppn2p1/p7/3Pp1PP/1PB1N2K/P4Q2/8 w - - 3 40,c3b2,1,+4825
rqbk1br1/p1n2ppp/1p2p1n1/2ppP3/3P1P2/2P3N1/PP4PP/RQBKNBR1 w KQkq - 1 7,g3h5,16,+142
k4r2/3rb2p/1p3pp1/2qP4/1RP5/4NP2/3Q1P1P/1R4K1 w - - 0 28,b4b6,1,+4860
4rrk1/1p4p1/p1p2p2/3p4/PP1B3Q/3q1P2/5KP1/R7 w - - 2 27,a1h1,1,-4772
brqknb1r/p1pp2pp/1p2pn2/5p2/1P3P2/3P1N2/P1P1P1PP/BRQK1BNR w KQkq - 1 5,c2c4,19,-54
1b6/1b5p/p2k1p2/1ppPp3/3n2P1/1P1PN2P/PB3K2/3B4 w - - 5 35,b2d4,19,-20
4r3/b6p/4n1kP/1ppn4/p2Pp1r1/2P1B1P1/PPB1N3/1K3R2 w - - 0 25,e3c1,1,-6478
2krr2q/ppp1bppp/2b3n1/3p4/5Pn1/2P1BNP1/PPBNP2P/R1K2RQ1 w KQ - 9 12,e3a7,13,+263
qr1nb1kr/1p3p2/3bp3/3p2pp/p1PP3n/1PBBN2R/P4PP1/QRN3K1 w Qkq - 0 13,c4d5,16,+220
3r1rk1/p1n1pppp/2p2n1b/2N5/2P5/2B1P3/PP3PPP/1BRR2K1 b - - 3 13,g7g6,10,+684
rqbn1rk1/ppb2ppp/4pn2/2pp4/N1P5/1P3NP1/PB1PPPBP/RQ3RK1 b - - 0 9,d5c4,16,+161
1r1k1r2/p2q3b/P3n3/4Ppp1/1PQP4/2P5/6PB/R2K1R2 b Q - 0 29,b8c8,10,-502
b1kr2r1/p3n3/1p1p2p1/2p1p3/P1P3N1/1P1N1P2/2KP2B1/4R3 b - - 0 20,g8f8,1,-4580
1brr2k1/pp5p/1n2bnp1/2p2p2/4pP2/1NP1P2P/PPB1N1PB/2R2RK1 w - - 0 14,b3a5,13,-253
8/1p3r1p/p1p5/3p3k/3PP3/1PP5/P3R1K1/8 b - - 0 45,d5e4,19,-4
r2n1r1k/q4b2/3p1pp1/pRbP3p/P1P2pN1/8/3B1PPP/1BQ2RK1 w - - 0 21,b5a5,1,+1801
qrbk2rb/ppnn1p1p/2p1p1p1/3p4/3P4/2P1NNP1/PP1BPP1P/QR3RKB b kq - 3 7,b7b6,13,+233
bqnrkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/BQNRKBNR b KQkq - 0 2,f6h5,19,-10
rknnbbqr/pppppppp/8/8/5P2/8/PPPPP1PP/RKNNBBQR b KQkq - 0 1,d7d5,19,+15
4r1k1/p4pp1/1pb1n1n1/2p1p2N/4P3/P2PB3/1P3PP1/N3R1K1 b - - 2 17,e8d8,13,-352
1rkbq1br/4pNQp/3p1p2/2pn1P1B/7P/4P3/1PNP2P1/1RK3BR b KQkq - 0 16,e8b5,10,+418
nqnrb1kr/pp1p1ppp/2pbp3/8/5P2/2P1P3/PP1P2PP/NQNRBBKR w KQkq - 0 4,d2d4,19,-7
r1kbbqn1/pppp1p1r/2n5/6pp/4Pp2/2BP1N1P/PPP3P1/RNKB1Q1R w KQq - 3 7,d3d4,19,-4
8/pp6/4rkpp/3p4/3P1KP1/1P6/P3R3/8 w - - 0 38,e2c2,10,-564
2k2rb1/1qp1p3/p1pr2pp/P4p2/4PP2/Q1NPb1PN/1PP4P/1RK2R2 w KQ - 3 17,c1d1,16,-193
nbbq1rkr/pp2pppp/2p2n2/3p4/3P4/2P2N2/PP2PPPP/NBBQ1RKR w KQkq - 2 4,h2h4,19,+19
q1brk1r1/p2p1p1p/1p1p4/2pP2p1/P3P3/2P2PN1/1P4PP/QB1R1RK1 w kq - 0 12,b2b4,1,+7854
4rk2/2p2q1p/Q2r1pp1/5b2/3P4/1PR2P2/PK4PP/3R2B1 w - - 0 25,a6b5,13,+253
rn2kb2/pp1bp1p1/2p3p1/4q3/3pPP2/6N1/PPPP2PP/RNBQ1RK1 b q - 0 10,e5f6,1,+7414
qr3rk1/1n3bpp/3bp3/p4p1N/P2P1PP1/2P2Q2/3BN2P/3R1RK1 b - - 0 22,d6e7,19,-43
b1k5/1p3p1p/6p1/p5q1/6P1/5B1K/5N1P/8 b - - 0 35,g5e3,1,-11050
rkq2nr1/pppb1n1p/3pp1p1/6b1/3PN3/5P2/PPPN1BPP/RKQB2R1 b KQkq - 0 9,g5h6,19,+90
rqkn1rbb/p6p/1ppn1pp1/3p4/N2PpP2/1PP3P1/P3P2P/RQK1NRBB b KQkq - 1 9,d8e6,13,-245
rnbknrqb/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBKNRQB w KQkq - 0 3,b1c3,19,-62
nr5r/pp2k1pp/2pbpn2/8/P2R4/4P3/1P3PPP/N1K1B1NR w - - 1 14,g1f3,19,-43
2kr2R1/b1ppp2Q/5p2/pPp5/P1P5/B2P1PP1/2K1P3/8 w - - 7 30,g8d8,1,+12109
2kr2b1/ppp1r2p/5pp1/8/2P5/1Q1P2N1/qPK4P/3R1RB1 b - - 0 19,a2b3,10,+826
r5k1/p4pp1/8/1PNp2P1/P2P1P2/4n1K1/2r4P/4R3 b - - 4 35,e3f5,1,-8874
2qrkbbr/ppppp1pp/1nn5/8/4pP2/P1N5/1PPP2PP/N1QRKBBR w KQkq - 0 5,g1f2,19,-64
rbbnkqnr/pp1p1ppp/2p5/8/5Q2/2P5/PP1PP1PP/RBBNK1NR w KQkq - 0 4,f4h4,19,+3
qrknbr1b/pppppppp/5n2/8/8/3P4/PPP1PPPP/QRKNBRNB w KQkq - 1 2,b2b4,19,+80
1rk1r3/p1p3Q1/1p1pq1p1/8/4b3/1P1N2P1/P1P2P1P/1R3RKB b - - 0 17,e4h1,1,+4794
r1n1bqkr/ppp1b1pp/2np4/8/4pP1P/2NN4/PPPP2Q1/R2BB1KR w KQkq - 0 9,c3e4,16,+135
3r3k/pbbrQ1pp/1pp4N/4p3/P1PpP3/1P3P2/6PP/R2B1RK1 b - - 0 22,d7e7,16,-142
2krrq1n/p5pp/npb1pp2/2bp4/6P1/1PNNP3/PBP2PBP/1K1RR1Q1 b - - 9 14,c5a3,19,+28
rbnk1rn1/pp2pp1p/3p2p1/2p4P/b1P5/1N3N1Q/PqBPPPP1/R2KBR2 b KQkq - 3 7,a4b3,10,-740
bqrnk1rb/pp1ppppp/2p1n3/8/1P6/6P1/P1PPPP1P/BQRNKNRB w KQkq - 1 3,c2c4,19,+83
nbbrknrq/pp2pppp/2p5/8/8/2P1N1P1/PP1P1P1P/NBBRK1RQ b KQk - 0 5,e7e5,19,+33
2r2rk1/qpbnn1pp/p3p3/Pb1pPp2/3P1P2/1Q1NB1P1/1P2N1BP/R4RK1 w - - 3 19,f1d1,19,+34
1br1b1kr/1pp2ppp/1pnp1q2/4p3/2P1P3/P2P2P1/1PN2P1P/1BR3KR w KQkq - 1 12,g1g2,1,-10779
2rr3q/pQ3pkp/1p2nNp1/1P2P3/Pp3P2/6P1/3PK2P/5R2 b - - 6 23,h8f8,1,-8280
1k1r1rb1/pp5p/4q3/2p2p2/3pNP2/1PPN4/P2P3P/1K1R1R1Q b - - 0 18,f5e4,19,-57
1b1rk2r/pp2p1pp/2p2n2/3pn1B1/8/1PP2qR1/P3QP1P/NB1RK3 b Qkq - 3 12,f3e2,1,-1866
8/3R1k2/8/p1pP3r/1pP1BK2/1P6/P6r/8 b - - 2 53,f7f6,19,-71
bbrnqnkr/p2p3p/6pP/1pp1pp2/8/2P1N3/PP1PPPP1/BBR1QNKR w KQkq - 0 6,d2d4,19,+13
8/8/1k4p1/1P3pp1/1PK1p3/4P1PP/5P2/8 w - - 0 40,g3g4,1,+8658
1q1b1rk1/pp3bpp/1n2pp2/3n4/PP1Pp3/1B2N1P1/1Q1B1P1P/N1R3K1 b - - 2 18,d5e3,16,-102
bbnnrkqr/p3pppp/1p6/2pp4/2P4P/1P2N3/P2PPPP1/BBN1RKQR b KQkq - 1 4,d5d4,16,-112
8/7p/6p1/5b1P/1p1k4/2p3P1/P7/2K5 w - - 1 51,h5g6,1,-10466
2krrqn1/bppb4/p2p2p1/4pp2/PP2Pn1p/2PPNN2/5PPP/RBBQ1RK1 w - - 0 13,b4b5,16,-170
2rkr3/3NpQ1p/6p1/8/pp1P2P1/2P2B2/PPKB4/5q2 w - - 0 26,d7e5,10,+1287
rbkr3n/pp2q1pp/2n1bp2/4pB2/8/1QP1NP2/PP4PP/R1K2RBN b KQq - 6 11,e6f5,19,+74
rk1bnrbq/pppppppp/3n4/8/8/6P1/PPPPPP1P/RKNBNRBQ w KQkq - 1 2,f2f4,19,+86
1k1r4/p7/1p2P3/q1p5/2n5/3N1Q2/PPP5/1K3R2 b - - 0 33,c4d2,8,-1758
b2r1rk1/2q2pbp/1p1p2p1/p7/2Pnp3/1PQ1N1P1/P3PPBP/3RR1K1 w - - 0 17,d1d4,13,-403
rq1kn1br/ppppp1bp/1n3pp1/8/3PP3/1NP5/PP3PPP/RQ1KNBBR w KQkq - 1 5,b1c2,19,+84
4rn2/p4kpr/1ppp1pNp/7P/3PP1P1/2P2P2/P4K2/1R5R w - - 1 24,g6h4,13,+259
rbq1bk1r/p4ppp/2p2nn1/1p6/3PP3/2N1BN2/PP4PP/RBQ2K1R w KQkq - 2 11,e4e5,13,+304
r1r3k1/1Q1nb2p/1n2b3/2p1q1p1/2P1Pp2/1B3P1P/P4BP1/1R1R2K1 b - - 3 23,c8c7,1,-5895
k1r3b1/1nq3pp/3p1pn1/1p1Pp3/1Pp1PP2/5QP1/1P5P/1KR2BBN w K - 0 15,f3a3,1,+1693
bqrb1rk1/p1pppppp/1p3Pn1/8/8/3N2N1/PPPP1PPP/BQRB1KR1 b KQ - 0 5,e7f6,13,+396
2kr1rq1/pp3bp1/5p1p/4nP2/4P2P/8/PPP1Q1P1/RK2B2N b - - 2 18,f7c4,1,-8596
1r3bk1/6pp/1q3p2/p1p1pP2/1nPp2P1/Q2P1P1P/PB6/1RNK4 w - - 1 32,c1e2,13,-420
rnk1b1rn/pp1p1pp1/2p1pq1p/8/2B5/4Q3/PbPP1PP1/RNK1BR1N w Qkq - 0 9,c1d1,1,-4490
k7/6pp/2n2p2/p7/b1PR1P2/6P1/P6P/K7 w - - 1 32,d4d7,10,+728
bq2rrk1/pn2np1p/3p2p1/3P4/2P2RN1/3N4/P5PP/Q3R1KB b - - 2 15,f7f6,1,+3711
b2qkr1b/p3p2p/Np4p1/4Pp2/3B1Q2/1P4P1/P1rP3P/1R2KNR1 b KQ - 1 16,c2c8,13,+201
rkbr1q1b/1pp2p2/p1n3p1/1N2p2p/5n2/1P3N1P/PBPPP2Q/1K1RR2B w q - 0 14,b5c3,16,-118
2krb1r1/pp2qppp/2p1n1n1/4pN2/3pP3/2PP2P1/PPQB1PBP/RK4R1 b KQ - 1 12,e7d7,16,+119
6k1/6pp/2N2pn1/p2r4/2nB4/P3P3/1P2KPPP/6R1 w - - 2 25,g1c1,1,+5335
r1bkqrnb/ppp3pp/2np4/4pp2/6P1/2NP1P1P/PPP1P3/R1BKQRNB b KQkq - 1 5,f5f4,19,-62
1bbr1r2/pp4kp/1npp4/5B2/3P2n1/2P3N1/PP4PP/N1BR1RK1 b - - 0 14,d6d5,16,+218
1rb1qkr1/ppppppbp/1n4p1/8/4P3/1N2N3/PPP2PPP/1R2QRKB b kq - 3 7,d7d6,16,-159
1bq1rrk1/ppnp1ppn/7p/4pN2/2P1P3/5P2/PP3BPP/N1QRK2R w KQ - 5 10,f5d6,10,+755
b1q2r1k/ppbp1ppp/3nn3/2p5/1PP5/P2P4/2R1PPPP/BQ1BNRK1 b - - 0 11,b7b6,10,+809
1qr2rk1/p1p1pp1p/4n1p1/1pP1n3/1P3N2/4N1P1/P6P/1QR2RKb w - - 0 16,f4e6,13,-443
8/1kp5/p1rq1rpp/1p6/P2pP3/1P1P2P1/1KPQ3P/R7 w - - 1 34,a4b5,1,-6139
q1rk1nrb/p3pp1p/1pnp2p1/8/3P4/2P3P1/PP1N1P1P/QNRKB1R1 w KQkq - 0 8,b1a3,19,-22
8/7p/1Q2p1p1/3P4/P1P1k1PP/7N/5K2/1N1B4 w - - 1 31,b6e3,1,#+1
2kr3r/pp5p/2bp1np1/2p1np2/2P2N2/1PK1PPP1/P1N4P/3R1R1B b - - 2 20,h8e8,16,-113
1b3rk1/p4ppp/1p3nn1/1q2p3/4r3/B1P1N3/P2P1NPP/2RQK2R b KQ - 5 15,f8d8,13,-336
3r2k1/p4p2/1b4pp/8/P7/3B1qP1/3Q1P1P/3R2K1 w - - 0 30,d2e2,9,-1540
2kr2r1/ppp1np2/1nb1p2p/5Pp1/4P1P1/1N1B2R1/PPPB3P/1R2K3 b Q - 1 16,e6f5,19,+30
3r1rkb/ppq1pb1p/1npn2p1/5p2/3P1P2/1PP2BP1/P4B1P/NQNR1RK1 w - - 4 11,c3c4,19,-22
1b6/1b2nkpp/p4p2/3pp3/P6P/1P1B1PP1/3NP3/5RK1 w - - 2 26,b3b4,10,+746
nrkb1nqr/p1p2ppp/1pb1p3/3p4/3PP3/1N2QP2/PPP3PP/1RKBBN1R b KQkq - 2 5,f8g6,19,+74
qr1krbb1/2pp2pp/3n1pn1/pp2p3/1P2P3/P2PBPN1/2P3PP/QRNKRB2 b KQkq - 0 7,d6c8,19,-47
r2qk1rn/pb3ppp/1p2n3/3pb3/3N4/5P2/PP4PP/RBBQKNR1 w KQkq - 0 10,d4e6,16,-134
2nr1k1q/p4bbp/1pp3p1/3p1p2/1PnPp3/2P1P1P1/P2BNP1P/1R1R1BKQ w - - 2 17,e2f4,19,-34
1r2r1k1/R4pp1/1pb2n2/3p4/1B1P3p/1P1B1P1P/3K2P1/R7 b - - 4 24,e8e6,13,+277
1k6/p2n2pQ/3b1p2/1pp5/2Pp1P2/2q3P1/P1B1r2P/1K1R4 w - - 0 34,h7d3,1,-9219
8/p1k5/1p3qp1/2r2n1p/5p2/1P3P2/P1B1R1PP/1K2Q3 w - - 8 30,b3b4,19,+5
nn1r2kr/ppp1ppb1/3p2p1/7p/7q/3PPP2/PPP2PBP/NN1RB1KR w KQkq - 3 10,f3f4,1,-4956
1b6/p2n2k1/1p5p/3N2p1/PP3p2/3n3P/B4K2/8 w - - 2 42,f2f3,1,-10735
qrbknnrb/ppppp2p/6p1/5p2/8/5NP1/PPPPPP1P/QRBK1NRB w KQkq - 0 3,a2a4,19,+55
qnbbrkr1/3ppppp/1p4n1/pPp5/2P5/8/PB1PPPPP/QN1BRKRN w KQkq c6 0 5,e2e3,19,+62
8/rpk2n1Q/4q3/6r1/4Bn2/Pp4N1/5PP1/2R2RK1 b - - 4 28,c7b6,16,+202
b1rnkr1q/b1pp1p1p/p3pp2/1p6/2P1B3/1P4P1/P2PPP1P/B1R1KRNQ b KQkq - 1 7,d8c6,16,+154
7B/1k3b1p/1ppp2p1/5p2/1KPP1P2/2P5/6PP/4R3 b - - 3 29,c6c5,1,+8704
rkrqbnnb/ppp2ppp/3pp3/8/2P5/6P1/PP1PPP1P/RKRQBNNB w KQkq - 0 3,h1b7,13,+435
2k3br/2p1q3/7b/5p2/1P1R4/K1P2p2/P1Q5/5R2 w - - 1 31,c2a4,13,+511
nrkrqbb1/pppppppp/6n1/8/8/1N6/PPPPPPPP/1RKRQBBN w KQkq - 2 2,e2e4,19,+59
5r2/pp1k3p/2p2pPN/3p4/2n1n3/6B1/P1P3PP/4R1K1 b - - 0 27,h7g6,1,-5583
1rk2br1/p2p4/5pp1/qp1Pp2n/3p1P2/1P4P1/PBPP4/1RK1QBR1 b KQkq - 0 16,f8d6,19,+9
Bb1rkr1n/2ppp1pp/1p3p2/8/p2PP3/2P3N1/qP1N1PPP/2BRKRQ1 b KQkq - 0 9,c7c6,1,+2130
2r2rk1/3b3p/1pp5/p1npqpp1/P2N4/1P2PB1P/2Q2PP1/5RK1 w - - 9 28,b3b4,1,-9463
7r/p7/1p3kP1/6NR/4n2K/P7/8/8 w - - 5 47,g5e4,5,+1804
bqnr1rk1/p1ppbppp/1p2p1n1/8/2PP4/1P2P1N1/P4PPP/BQNRKBR1 w KQ - 0 6,f1d3,19,-37
8/8/1p6/4kB2/r5p1/P1K3P1/1P3P2/8 w - - 1 33,c3b3,6,0
rbqnknbr/ppp1p1pp/5p2/8/3Pp3/2P5/PP3PPP/RBQNKNBR w KQkq - 0 4,b1e4,19,-17
8/8/8/1P1Pk1p1/2K4p/1P3PP1/7P/8 b - - 2 40,e5d6,1,+11908
2kr1q1r/p2ppppp/2bb1n1n/2p1N3/1pP5/1P3NPQ/P1BPP2P/B1RK1R2 b Q - 10 10,c6b7,19,+65
1rknqrbb/ppppp2p/3n2p1/2N5/3PQ3/6P1/PPP2P1P/1RKN1RBB w KQkq - 3 7,e4e3,16,-117
rnkbqnbr/pp2p1pp/3p1p2/2pP4/4PP2/8/PPP3PP/RNKBQNBR b KQkq - 0 4,f6f5,16,+167
8/7p/2k3b1/p4pP1/2p2P2/2p5/K7/8 w - - 0 47,a2b1,1,-11712
rqnkbrnb/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RQNKBR1B b KQkq - 1 2,f7f5,19,-66
rk2bbqr/5ppp/2p5/1p2p3/p7/1PNBP2P/1PP2PP1/RK2B1QR w KQkq - 0 12,b3a4,1,+2851
1r1r3k/p5pb/4B2p/3p4/1p1P3P/1Pp3q1/P1P5/Q1KRR1B1 b - - 1 25,d8e8,10,-658
bbqr2n1/p2pkp1p/1p4n1/2p1p3/1P2P3/2P2P2/P2P2PP/1BQRKRNN w KQ - 1 7,h1g3,10,+497
n1r3k1/pp3p1p/2p3p1/3p4/3q4/4B2P/PPP2P1Q/1K2R3 b - - 1 19,d4b4,13,-215
1rk1r1nb/p2nq1pp/1pb2p2/2pP4/5P2/4P1P1/PN5P/B1KRQR1B w q - 0 15,d5c6,1,+1800
2nr1krq/pp3p2/1npbb1p1/3p3p/3p4/1PP2PP1/P1NBPN1P/1B1RK1RQ w kq - 0 12,c2d4,19,+7
rb1k1r2/pp2qn1p/1np1ppp1/3p4/P2P4/BPPB2P1/4N2P/R2KNRQ1 b KQkq - 2 16,b8d6,13,+274
1bkr4/p3pq2/1p6/2p5/3pN3/2P2P2/PP1P2Pn/B2R1KR1 w - - 0 15,f1f2,1,-9885
1br2rk1/p5pq/8/1R3p1p/4p3/1P3PP1/PBNRN2P/1K5Q b - - 0 19,e4e3,1,+10036
1bbnqrkr/pppp1ppp/1n6/4P3/8/2N5/PPP1PPPP/NBB1QRKR b KQkq - 0 3,e8e5,19,-32
8/p7/8/2k2p2/P4Nb1/2B5/2r5/6K1 w - - 0 37,c3f6,1,-6705
rbqknrb1/pp2pppp/2pp2n1/8/4P3/5PN1/PPPP2PP/RBQKNRB1 w KQkq - 0 4,c2c4,19,+61
3rr3/1kpb2bp/1p1q2p1/pP1p1pP1/R1nPpP1P/2N1P3/2PBK1B1/1R4Q1 b - - 2 26,h7h6,10,-447
rnkb2rn/ppp2ppp/4p3/1bqpP3/5P2/2P5/PP1P2PP/RNKBBQRN w KQkq - 1 5,f1f2,19,-8
b2qrk1r/p4p1p/1pn1p1p1/2pN4/3pN3/1P4P1/P1PPPPBP/Q3RKR1 b KQq - 0 11,e6d5,10,-1272
2k4r/Qpp4p/2p1q1p1/4p3/4N1P1/7P/PPP2P2/2Kr3R w - - 0 17,h1d1,1,+6210
1k5r/1p3Rp1/1P5p/p2R4/Pb5P/6P1/4rP2/6K1 b - - 0 31,e2e6,10,-811
2krqr2/p1bpnppp/bp4n1/2p1p3/4P3/P2PB1N1/BPP1NPPP/2KRQR2 w - - 4 11,g3h5,19,+105
rbbnqrk1/pp2pppp/2ppn3/8/3PP3/2P1N3/PP3PPP/RBBNQ1KR w KQ - 0 5,h2h4,16,+108
r1kb1qr1/p1pn1ppp/1pbp2n1/4p3/4P3/2N2P2/PPPPNBPP/R1KB1QR1 w KQkq - 0 7,a2a4,19,+94
q1r1bk1r/p3pp2/1p2np1p/3p4/5bPP/1P1PN3/P1P1NP2/QBR2K1R b KQkq - 1 10,d5d4,1,-4059
nn2r2b/p5pp/bpp2pk1/8/3P4/3N1Q1N/PPP2PPq/2B2KRB b K - 1 13,h2d6,13,+340
3rb1r1/pk6/1pp1n2p/3pqp2/6p1/2P1P1B1/PP4PP/1BRK2RQ b KQ - 1 20,e5f6,13,-459
rqbbnrk1/ppp2ppp/4p1n1/3P4/3P4/6N1/PP2PPPP/RQBBNRK1 b - - 0 5,e6d5,19,+14
1r2n1kr/p1p2pp1/1p1p4/7p/2PPbb2/1P4qP/PRN3P1/B2Q1BKR b Kkq - 5 15,e8f6,1,-2306
4rrkn/pq1n1ppp/1p2pN2/8/2PP4/6N1/P4PPP/Q1B1RKR1 b KQ - 0 12,d7f6,19,+1
nq1rbkrb/ppp1pp1p/6p1/3p4/1PnP1P2/2P5/P3P1PP/NQNRBKRB b KQkq - 0 5,c4e3,2,-1749
brqbnk1r/ppp2ppp/3p1n2/4p3/8/1P1N1N2/P1PPPPPP/BRQB1RK1 b kq - 0 4,e5e4,13,-388
2krrb1n/pppq1pp1/2n1p2p/4P3/3P4/2PQ2N1/PP4PP/RK1NR1B1 b KQ - 0 10,h8g6,19,-37
8/5k2/3p1p1p/1R1P2p1/1p1B3P/4PBP1/P4P2/6K1 w - - 0 35,b5b7,1,+12335
3k3r/2p5/1p1pb3/2p2p2/2P1qP2/1P1N2P1/R2K4/5R2 b - - 4 25,h8h2,1,-8575
1Q6/2pkp3/3p4/pp5p/5P2/1P1P4/P2P1B1q/4KR2 w K - 0 21,b8b5,1,+12166
1k6/8/1p6/3P2p1/1PPpBp2/7r/4KP1P/7R b - - 0 35,b8c7,1,+11471
6k1/p4pp1/2p4p/2Pp4/1P3PnP/P5P1/2K1q3/8 w - - 2 36,c2c3,1,-12537
1k1r2rq/pp3p1p/2p1b3/2b3p1/2pN2P1/2P1P1BP/P7/1K1R2RQ b - - 1 22,b8a8,13,-323
1k1rrbq1/ppp3pp/3pb1n1/4p3/1n6/1P2PPN1/PBPN1QBP/R2K1R2 w Q - 1 13,a2a3,13,-287
b1rkr1qb/1p1n3p/p3p1n1/2pp1pp1/8/1PN1P3/PBPPNPPP/2KRR1QB b kq - 1 9,b7b5,19,-57
7r/p3ppp1/1p1k4/3P3p/2P5/7P/P1B3P1/bK6 b - - 0 27,a1d4,1,-10947
8/p1p4p/8/2ppk2N/5pP1/2PKnP2/P5P1/8 w - - 8 36,g2g3,13,-275
2kr2bb/ppp3qp/1np3p1/8/8/1NN3P1/PPPP3P/2K1RQB1 w - - 0 12,g1d4,19,+26
5rk1/1pp2pp1/1b5p/3pp3/q5Pn/2P1PB2/1Q6/2KN1bBN w - - 0 20,f3d5,1,-8717
r2krn2/ppq1p1bp/2p1bppn/3pP1N1/PP1P4/6NP/2P2PP1/RQB2RKB w kq - 0 11,g5e6,19,+92
nqrk2r1/ppp1bppp/2bp2n1/4p3/2P5/3P2P1/PP1BPPBP/NQR2RKN b kq - 0 6,c6g2,19,+87
b2rkb1r/pp3ppp/2n1pnq1/3pN3/3P4/1PN1P2P/P4PP1/B1QRKB1R b KQkq - 2 9,c6e5,19,+50
rnknrqbb/ppppp2p/6p1/5p2/3P4/6P1/PPP1PP1P/RNKNRQBB w KQkq - 0 3,f2f4,19,+20
